Sample,SNR_dB,Source_Wav,Output_Wav,RMS_Source_Wav,Original_Source_Sample_Rate,Sample_Rate,Reference_Sample_Rate,Was_Resampled,Target_Noisy_Observation_RMS,Scaled_RMS_After_Read,RMS_Error_After_Read
mandarin__SSB10200120,5.0,wavs/mandarin/SSB10200120.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10200120.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200120/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.12004475803661709,0.1200412582624034,3.4997742136833043e-06
mandarin__SSB10200196,5.0,wavs/mandarin/SSB10200196.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10200196.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200196/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.0868080361565773,0.0868080623019847,2.6145407408528776e-08
mandarin__SSB10200412,5.0,wavs/mandarin/SSB10200412.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10200412.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200412/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.09251638442129723,0.09251631844983525,6.597146197384607e-08
mandarin__SSB10200425,5.0,wavs/mandarin/SSB10200425.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10200425.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200425/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.09692639640011454,0.09692638628415111,1.0115963428036778e-08
mandarin__SSB10200462,5.0,wavs/mandarin/SSB10200462.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10200462.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200462/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.09504198421613327,0.09504195163621681,3.257991645910785e-08
mandarin__SSB10240175,5.0,wavs/mandarin/SSB10240175.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10240175.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240175/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.0984551614361115,0.09843041429669044,2.474713942104967e-05
mandarin__SSB10240193,5.0,wavs/mandarin/SSB10240193.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10240193.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240193/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.14212173365245545,0.14212173131837477,2.334080678734196e-09
mandarin__SSB10240222,5.0,wavs/mandarin/SSB10240222.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10240222.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240222/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.127032139069785,0.12700427461081468,2.7864458970322525e-05
mandarin__SSB10240347,5.0,wavs/mandarin/SSB10240347.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10240347.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240347/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.1743765005692513,0.17437646035018037,4.0219070934766066e-08
mandarin__SSB10240375,5.0,wavs/mandarin/SSB10240375.wav,wavs_scaled_to_noisy_observation_rms/snr5/mandarin/SSB10240375.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240375/snr5/raw_noisy_observation.wav,44100,16000,16000,True,0.1058301225437574,0.10582267268603177,7.449857725633224e-06
FEDW0_SX364,10.0,wavs/FEDW0_SX364.wav,wavs_scaled_to_noisy_observation_rms/snr10/FEDW0_SX364.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FEDW0_SX364/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.0758753266921951,0.07587533356741014,6.8752150361728326e-09
FJEM0_SI634,10.0,wavs/FJEM0_SI634.wav,wavs_scaled_to_noisy_observation_rms/snr10/FJEM0_SI634.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FJEM0_SI634/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.07851078831599655,0.07851078375773568,4.558260865983321e-09
FJSA0_SI749,10.0,wavs/FJSA0_SI749.wav,wavs_scaled_to_noisy_observation_rms/snr10/FJSA0_SI749.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FJSA0_SI749/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.07623112760564346,0.07623108446989378,4.3135749680511815e-08
FRAM1_SI522,10.0,wavs/FRAM1_SI522.wav,wavs_scaled_to_noisy_observation_rms/snr10/FRAM1_SI522.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FRAM1_SI522/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.07392450476167375,0.07392448959359225,1.516808149915061e-08
FRNG0_SI725,10.0,wavs/FRNG0_SI725.wav,wavs_scaled_to_noisy_observation_rms/snr10/FRNG0_SI725.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FRNG0_SI725/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.11825747657653365,0.11825739893310484,7.76434288113359e-08
MAHH0_SI1294,10.0,wavs/MAHH0_SI1294.wav,wavs_scaled_to_noisy_observation_rms/snr10/MAHH0_SI1294.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MAHH0_SI1294/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.09444424295490478,0.09444423960503573,3.349869048818732e-09
MGRT0_SI820,10.0,wavs/MGRT0_SI820.wav,wavs_scaled_to_noisy_observation_rms/snr10/MGRT0_SI820.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MGRT0_SI820/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.0846260765862463,0.08462610273359203,2.614734573302968e-08
MJJG0_SI1003,10.0,wavs/MJJG0_SI1003.wav,wavs_scaled_to_noisy_observation_rms/snr10/MJJG0_SI1003.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MJJG0_SI1003/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.0826354093175756,0.08263553604115388,1.2672357828369396e-07
MPAB0_SI1103,10.0,wavs/MPAB0_SI1103.wav,wavs_scaled_to_noisy_observation_rms/snr10/MPAB0_SI1103.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MPAB0_SI1103/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.08597397168185097,0.08597402133615091,4.9654299935641966e-08
MPLB0_SI764,10.0,wavs/MPLB0_SI764.wav,wavs_scaled_to_noisy_observation_rms/snr10/MPLB0_SI764.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MPLB0_SI764/snr10/raw_noisy_observation.wav,16000,16000,16000,False,0.08931976929417519,0.08931982949118276,6.019700757309288e-08
mandarin__SSB10200120,10.0,wavs/mandarin/SSB10200120.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10200120.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200120/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.11070989765029239,0.11070988328416721,1.436612517835556e-08
mandarin__SSB10200196,10.0,wavs/mandarin/SSB10200196.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10200196.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200196/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.08010439605426271,0.08010445453125911,5.847699639793813e-08
mandarin__SSB10200412,10.0,wavs/mandarin/SSB10200412.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10200412.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200412/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.08529785080306101,0.08529786425189019,1.3448829175310983e-08
mandarin__SSB10200425,10.0,wavs/mandarin/SSB10200425.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10200425.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200425/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.08941751056919195,0.08941748327772016,2.7291471790813482e-08
mandarin__SSB10200462,10.0,wavs/mandarin/SSB10200462.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10200462.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200462/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.0875620582923835,0.08756203633058333,2.1961800170111623e-08
mandarin__SSB10240175,10.0,wavs/mandarin/SSB10240175.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10240175.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240175/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.09093351328009619,0.09093350855386159,4.726234598129153e-09
mandarin__SSB10240193,10.0,wavs/mandarin/SSB10240193.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10240193.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240193/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.13114949465588902,0.13114952132609942,2.6670210401258387e-08
mandarin__SSB10240222,10.0,wavs/mandarin/SSB10240222.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10240222.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240222/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.11723561616505089,0.11723506401079783,5.521542530556589e-07
mandarin__SSB10240347,10.0,wavs/mandarin/SSB10240347.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10240347.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240347/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.16086655190623045,0.16086654406350404,7.842726412743417e-09
mandarin__SSB10240375,10.0,wavs/mandarin/SSB10240375.wav,wavs_scaled_to_noisy_observation_rms/snr10/mandarin/SSB10240375.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240375/snr10/raw_noisy_observation.wav,44100,16000,16000,True,0.0976047614073079,0.09760473726544801,2.4141859886195327e-08
FEDW0_SX364,20.0,wavs/FEDW0_SX364.wav,wavs_scaled_to_noisy_observation_rms/snr20/FEDW0_SX364.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FEDW0_SX364/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.07286503814406362,0.07286502846822455,9.675839060530045e-09
FJEM0_SI634,20.0,wavs/FJEM0_SI634.wav,wavs_scaled_to_noisy_observation_rms/snr20/FJEM0_SI634.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FJEM0_SI634/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.07535255075046468,0.07535251650998251,3.4240482171821185e-08
FJSA0_SI749,20.0,wavs/FJSA0_SI749.wav,wavs_scaled_to_noisy_observation_rms/snr20/FJSA0_SI749.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FJSA0_SI749/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.07322549590490475,0.07322545859428818,3.7310616568531074e-08
FRAM1_SI522,20.0,wavs/FRAM1_SI522.wav,wavs_scaled_to_noisy_observation_rms/snr20/FRAM1_SI522.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FRAM1_SI522/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.0709907813862227,0.07099082652139724,4.5135174542298984e-08
FRNG0_SI725,20.0,wavs/FRNG0_SI725.wav,wavs_scaled_to_noisy_observation_rms/snr20/FRNG0_SI725.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FRNG0_SI725/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.11359697618857584,0.11359699387252503,1.768394919388072e-08
MAHH0_SI1294,20.0,wavs/MAHH0_SI1294.wav,wavs_scaled_to_noisy_observation_rms/snr20/MAHH0_SI1294.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MAHH0_SI1294/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.09070037072770677,0.0907004006035747,2.987586793234964e-08
MGRT0_SI820,20.0,wavs/MGRT0_SI820.wav,wavs_scaled_to_noisy_observation_rms/snr20/MGRT0_SI820.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MGRT0_SI820/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.08129604582602422,0.0812960431919737,2.6340505193678254e-09
MJJG0_SI1003,20.0,wavs/MJJG0_SI1003.wav,wavs_scaled_to_noisy_observation_rms/snr20/MJJG0_SI1003.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MJJG0_SI1003/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.07936296706444693,0.07936298781380981,2.074936288065654e-08
MPAB0_SI1103,20.0,wavs/MPAB0_SI1103.wav,wavs_scaled_to_noisy_observation_rms/snr20/MPAB0_SI1103.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MPAB0_SI1103/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.08260825390825531,0.0826082491837665,4.7244888140562935e-09
MPLB0_SI764,20.0,wavs/MPLB0_SI764.wav,wavs_scaled_to_noisy_observation_rms/snr20/MPLB0_SI764.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MPLB0_SI764/snr20/raw_noisy_observation.wav,16000,16000,16000,False,0.08580227574686693,0.08580234681321158,7.10663446562565e-08
mandarin__SSB10200120,20.0,wavs/mandarin/SSB10200120.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10200120.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200120/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.1066052897075595,0.10660530640098681,1.669342730714618e-08
mandarin__SSB10200196,20.0,wavs/mandarin/SSB10200196.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10200196.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200196/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.07718710400183688,0.0771871036119967,3.898401879087743e-10
mandarin__SSB10200412,20.0,wavs/mandarin/SSB10200412.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10200412.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200412/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.08210003115728087,0.08210007594740233,4.4790121458970766e-08
mandarin__SSB10200425,20.0,wavs/mandarin/SSB10200425.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10200425.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200425/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.08612983764872763,0.08612993191942368,9.427069605494331e-08
mandarin__SSB10200462,20.0,wavs/mandarin/SSB10200462.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10200462.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200462/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.08419960875257376,0.08419965992138788,5.116881411637575e-08
mandarin__SSB10240175,20.0,wavs/mandarin/SSB10240175.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10240175.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240175/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.08761967564288525,0.08761965816405247,1.74788327839126e-08
mandarin__SSB10240193,20.0,wavs/mandarin/SSB10240193.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10240193.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240193/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.1262740093664481,0.1262740407354013,3.136895321276256e-08
mandarin__SSB10240222,20.0,wavs/mandarin/SSB10240222.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10240222.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240222/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.1129186543267575,0.11291867156394211,1.723718461021928e-08
mandarin__SSB10240347,20.0,wavs/mandarin/SSB10240347.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10240347.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240347/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.1548991050967092,0.15489909729334192,7.803367285674767e-09
mandarin__SSB10240375,20.0,wavs/mandarin/SSB10240375.wav,wavs_scaled_to_noisy_observation_rms/snr20/mandarin/SSB10240375.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10240375/snr20/raw_noisy_observation.wav,44100,16000,16000,True,0.09393849482365386,0.09393847225344673,2.257020713380964e-08
FEDW0_SX364,30.0,wavs/FEDW0_SX364.wav,wavs_scaled_to_noisy_observation_rms/snr30/FEDW0_SX364.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FEDW0_SX364/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.07255462006848855,0.07255466582215617,4.575366761849775e-08
FJEM0_SI634,30.0,wavs/FJEM0_SI634.wav,wavs_scaled_to_noisy_observation_rms/snr30/FJEM0_SI634.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FJEM0_SI634/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.07501510922595273,0.07501517720875116,6.798279843234223e-08
FJSA0_SI749,30.0,wavs/FJSA0_SI749.wav,wavs_scaled_to_noisy_observation_rms/snr30/FJSA0_SI749.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FJSA0_SI749/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.07291999293583352,0.07291996602062094,2.6915212586464676e-08
FRAM1_SI522,30.0,wavs/FRAM1_SI522.wav,wavs_scaled_to_noisy_observation_rms/snr30/FRAM1_SI522.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FRAM1_SI522/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.07068746929974878,0.07068741998133461,4.9318414171994895e-08
FRNG0_SI725,30.0,wavs/FRNG0_SI725.wav,wavs_scaled_to_noisy_observation_rms/snr30/FRNG0_SI725.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/FRNG0_SI725/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.11312355932660709,0.1131236283643325,6.903772541144715e-08
MAHH0_SI1294,30.0,wavs/MAHH0_SI1294.wav,wavs_scaled_to_noisy_observation_rms/snr30/MAHH0_SI1294.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MAHH0_SI1294/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.09031756206164364,0.09031756990970576,7.84806211684419e-09
MGRT0_SI820,30.0,wavs/MGRT0_SI820.wav,wavs_scaled_to_noisy_observation_rms/snr30/MGRT0_SI820.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MGRT0_SI820/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.08095833041079464,0.0809583396695631,9.258768460251865e-09
MJJG0_SI1003,30.0,wavs/MJJG0_SI1003.wav,wavs_scaled_to_noisy_observation_rms/snr30/MJJG0_SI1003.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MJJG0_SI1003/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.07902842379846517,0.07902844908776958,2.528930441447752e-08
MPAB0_SI1103,30.0,wavs/MPAB0_SI1103.wav,wavs_scaled_to_noisy_observation_rms/snr30/MPAB0_SI1103.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MPAB0_SI1103/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.08227117377851767,0.08227120364584906,2.9867331385879936e-08
MPLB0_SI764,30.0,wavs/MPLB0_SI764.wav,wavs_scaled_to_noisy_observation_rms/snr30/MPLB0_SI764.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/MPLB0_SI764/snr30/raw_noisy_observation.wav,16000,16000,16000,False,0.08544488491598516,0.08544491959178155,3.467579638705143e-08
mandarin__SSB10200120,30.0,wavs/mandarin/SSB10200120.wav,wavs_scaled_to_noisy_observation_rms/snr30/mandarin/SSB10200120.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200120/snr30/raw_noisy_observation.wav,44100,16000,16000,True,0.1061952299364002,0.10619522215208645,7.784313749148453e-09
mandarin__SSB10200196,30.0,wavs/mandarin/SSB10200196.wav,wavs_scaled_to_noisy_observation_rms/snr30/mandarin/SSB10200196.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200196/snr30/raw_noisy_observation.wav,44100,16000,16000,True,0.07690760727545479,0.07690760646806157,8.073932217245172e-10
mandarin__SSB10200412,30.0,wavs/mandarin/SSB10200412.wav,wavs_scaled_to_noisy_observation_rms/snr30/mandarin/SSB10200412.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200412/snr30/raw_noisy_observation.wav,44100,16000,16000,True,0.08177069507800842,0.08177065882769681,3.625031161358372e-08
mandarin__SSB10200425,30.0,wavs/mandarin/SSB10200425.wav,wavs_scaled_to_noisy_observation_rms/snr30/mandarin/SSB10200425.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200425/snr30/raw_noisy_observation.wav,44100,16000,16000,True,0.08580701472715976,0.08580705637844242,4.165128265898321e-08
mandarin__SSB10200462,30.0,wavs/mandarin/SSB10200462.wav,wavs_scaled_to_noisy_observation_rms/snr30/mandarin/SSB10200462.wav,specsub_raw_audio_20samples_snr30_20_10_5_repeat30_lambda0p2_rho0p2/mandarin__SSB10200462/snr30/raw_noisy_observation.wav,44100,16000,16000,True,0.0838339582624515,0.08383397088473052,1.2622279013663196e-08
